ALE
153,55
POP SELL 900,21 752
GIN SELL 914,46 506
POP SELL 881,95 740
TEA SELL 571,87 320
ALE SELL 40,19 402
GIN SELL 891,79 991
ALE BUY 365 115
JOE BUY 347,98 504
GIN BUY 152,4 326
GIN SELL 241,75 103
POP SELL 140,1 396
POP BUY 431,49 236
GIN SELL 101,19 552
ALE BUY 467,09 66
POP SELL 602,51 177
GIN SELL 461,71 417
GIN BUY 885,02 928
GIN BUY 282,45 252
GIN BUY 73,12 430
TEA SELL 892,45 66
TEA BUY 169,76 512
JOE BUY 926,01 795
TEA BUY 544,75 254
ALE SELL 829,08 103
TEA BUY 872,86 299
ALE SELL 146,96 169
ALE SELL 729,16 203
JOE SELL 791,36 334
POP BUY 298,26 778
POP SELL 368,75 215
TEA SELL 904,82 697
JOE SELL 902,11 156
ALE SELL 322,08 820
ALE BUY 528,08 131
POP SELL 65,57 11
POP SELL 1,56 452
GIN BUY 129,11 401
POP SELL 89,74 913
TEA BUY 869,93 358
JOE SELL 187,62 208
ALE BUY 0,09 651
ALE SELL 737,13 764
ALE BUY 891,26 534
JOE SELL 281,76 328
POP BUY 649,72 745
POP BUY 238,72 944
POP BUY 668,75 667
JOE BUY 720,85 160
JOE SELL 615,48 118
ALE BUY 990,08 594
POP BUY 59,06 533
GIN SELL 374,64 224
POP BUY 197,3 509
JOE BUY 731,91 1
POP SELL 388,86 957
POP SELL 789,11 659
ALE SELL 447,86 351
POP SELL 943,68 836
POP SELL 908,1 805
TEA BUY 355,54 861
GIN SELL 713,82 978
GIN SELL 413,14 833
ALE SELL 44,08 40
GIN BUY 905,41 839
GIN BUY 227,75 174
POP SELL 481,59 439
TEA BUY 956,25 380
JOE BUY 231,05 775
GIN BUY 250,85 546
ALE BUY 464,95 913
TEA SELL 891,87 27
ALE SELL 32,08 292
JOE SELL 266,48 238
ALE SELL 750,55 382
POP BUY 842,42 975
TEA SELL 787,65 925
POP SELL 724,44 470
ALE BUY 69,77 360
ALE BUY 0,73 411
JOE BUY 54,43 306
GIN BUY 836,06 413
ALE BUY 446,45 216
ALE SELL 519,01 688
ALE BUY 690,37 549
GIN SELL 920,03 891
POP SELL 321,02 105
GIN BUY 67,54 387
GIN SELL 504,34 347
JOE BUY 799,06 424
ALE BUY 350,51 857
JOE SELL 694,26 954
POP BUY 831,39 271
ALE SELL 747,29 90
JOE SELL 384,25 313
POP BUY 485,01 428
JOE SELL 533,94 784
TEA BUY 488,49 737
TEA BUY 115,4 632
ALE SELL 524,65 743
TEA SELL 928,67 453
POP SELL 745,05 5
ALE SELL 908,27 46
GIN BUY 658,97 113
JOE BUY 139,21 877
POP SELL 837,72 700
GIN BUY 301,37 574
TEA BUY 557,27 7
GIN BUY 374,61 810
POP BUY 836,17 989
ALE SELL 686,3 191
GIN SELL 575,84 197
GIN SELL 633,62 6
GIN SELL 760,3 929
ALE SELL 662,38 961
JOE BUY 922,19 389
GIN SELL 334,67 257
JOE SELL 332,38 830
GIN SELL 567,09 620
GIN BUY 619,98 941
GIN BUY 371,77 151
ALE BUY 779,89 946
POP SELL 682,24 116
POP BUY 774,88 161
TEA BUY 96,01 23
POP BUY 189,23 5
TEA SELL 616,03 614
JOE SELL 641,05 685
ALE SELL 723,03 627
ALE BUY 910,14 64
ALE SELL 360,74 447
GIN BUY 988,56 437
ALE BUY 666,1 3
GIN BUY 510,93 200
ALE BUY 526,34 532
POP SELL 271,43 673
GIN BUY 295,14 62
POP BUY 784,54 531
POP SELL 249,79 741
JOE BUY 96,6 611
TEA BUY 621,38 366
ALE BUY 305,25 70
JOE SELL 280,15 727
JOE SELL 493,58 131
TEA SELL 407,89 629
GIN SELL 36,33 911
POP BUY 739,52 710
TEA BUY 484,9 68
TEA BUY 205,87 412
GIN BUY 488,36 249
POP SELL 59,66 718
JOE BUY 457,42 586
GIN SELL 816,71 531
GIN BUY 928,39 726
POP BUY 594,47 785
POP BUY 834,27 127
POP BUY 679,83 676
TEA SELL 139,81 617
POP BUY 408,25 607
GIN SELL 547,73 449
POP BUY 686,32 727
POP SELL 233,1 341
GIN BUY 739,67 157
JOE BUY 812,8 243
JOE BUY 918,35 287
ALE SELL 7,29 810
GIN BUY 641,63 749
POP SELL 701,54 833
POP SELL 814,37 917
JOE SELL 362,23 104
JOE BUY 296,81 72
ALE SELL 18,27 459
POP SELL 260,04 576
POP SELL 261,62 985
TEA BUY 509 670
POP SELL 975,47 635
TEA BUY 105,06 773
POP SELL 746,84 733
POP BUY 870,33 380
GIN BUY 170,52 104
GIN BUY 605,62 925
ALE SELL 501,56 829
ALE BUY 104,12 236
ALE BUY 363,16 856
TEA SELL 292,79 420
POP BUY 467,13 952
GIN BUY 83,61 320
JOE SELL 553,82 745
GIN BUY 766,56 884
GIN BUY 8,73 826
JOE BUY 26,48 74
JOE BUY 862,63 176
GIN SELL 915,77 166
GIN SELL 132,35 382
POP SELL 365,06 570
GIN SELL 709,27 385
POP BUY 63,72 518
JOE SELL 252,48 766
POP SELL 792,44 238
JOE SELL 793,64 785
ALE SELL 539,67 487
POP SELL 10,67 673
ALE BUY 984,25 542
JOE BUY 377,19 915
GIN BUY 175,99 18
POP SELL 644,79 511
POP SELL 496,34 130
POP BUY 365,15 452
GIN SELL 231,24 256
GIN SELL 409,09 900
POP BUY 338,09 921
ALE SELL 689,47 815
TEA SELL 238,9 560
ALE SELL 545,11 5
TEA BUY 721,66 668
JOE BUY 492,6 851
TEA SELL 281,97 223
ALE SELL 303,26 193
POP SELL 486,91 462
GIN SELL 611,99 101
TEA SELL 193,28 403
POP SELL 515,29 537
GIN BUY 702,13 706
GIN BUY 865,38 142
ALE BUY 181,67 750
TEA BUY 217,43 630
GIN BUY 940,6 34
GIN BUY 636,96 527
GIN BUY 383,86 255
GIN BUY 824,44 256
TEA BUY 732,86 700
ALE BUY 264,16 789
ALE SELL 842,16 791
POP SELL 354,31 370
ALE BUY 694,78 912
POP SELL 725,36 37
POP BUY 407,94 874
GIN SELL 203,82 931
TEA BUY 831,49 631
ALE BUY 128,29 637
GIN BUY 70,88 121
ALE SELL 974,92 46
JOE SELL 516,92 324
GIN SELL 499,28 463
POP SELL 214,01 924
GIN SELL 851,73 965
ALE SELL 649,31 172
ALE SELL 373,2 241
GIN BUY 294,51 822
POP BUY 28,52 397
ALE BUY 482,41 242
ALE BUY 684,3 473
POP SELL 450,35 86
TEA SELL 688,34 659
GIN BUY 632,43 107
GIN SELL 457,73 438
ALE BUY 532,62 10
ALE SELL 32,48 161
TEA BUY 760,81 429
JOE BUY 801,9 778
ALE BUY 63,72 408
JOE SELL 860,67 721
POP SELL 432,82 998
ALE BUY 701,58 171
GIN BUY 621,29 820
POP BUY 202,14 209
GIN SELL 651,87 728
GIN BUY 111,84 575
GIN BUY 147,94 919
GIN SELL 497,38 31
GIN BUY 569,57 108
JOE SELL 852,66 567
ALE BUY 686,75 635
POP SELL 830,72 935
GIN SELL 871,72 612
GIN SELL 804,51 252
ALE SELL 42,56 477
TEA SELL 713,7 656
POP BUY 339,91 567
GIN SELL 904,46 261
POP BUY 869,02 569
ALE BUY 919,19 891
GIN SELL 89,02 974
TEA SELL 443,34 334
TEA SELL 681,48 884
POP SELL 866,32 107
POP SELL 980,41 792
TEA SELL 163,46 972
TEA BUY 295,55 197
ALE SELL 56,16 678
GIN SELL 711,02 172
GIN SELL 657,21 688
GIN SELL 191,57 235
ALE SELL 58,23 858
GIN SELL 78,09 155
ALE BUY 566,47 326
GIN SELL 304,79 539
TEA SELL 547,75 82
TEA SELL 919,79 323
GIN SELL 82,75 971
TEA SELL 741,33 530
ALE BUY 893,66 104
GIN SELL 231,55 905
GIN SELL 248,09 934
ALE SELL 919,92 287
POP BUY 797,48 461
JOE BUY 958,26 846
JOE SELL 556,81 327
TEA SELL 639,49 527
POP SELL 482,89 775
ALE BUY 962,12 331
TEA SELL 358,01 715
ALE SELL 572,42 292
POP BUY 936,15 384
ALE SELL 666,41 259
GIN BUY 558,8 345
POP SELL 683,67 849
TEA SELL 697,22 801
TEA SELL 874,96 187
GIN SELL 128,43 471
GIN SELL 75,69 290
ALE BUY 701,75 516
ALE SELL 267,4 218
GIN SELL 903,07 249
GIN SELL 759,02 343
GIN SELL 673,78 620
TEA SELL 70,23 358
POP BUY 191,46 717
POP SELL 848,75 888
GIN SELL 569,29 763
JOE SELL 403,66 816
GIN SELL 681,31 358
GIN SELL 686,79 683
ALE BUY 570,45 946
ALE BUY 804,21 779
POP BUY 146,47 748
ALE SELL 389,81 792
POP BUY 130,73 649
POP SELL 423,09 124
GIN BUY 454,92 779
GIN SELL 323,06 228
ALE BUY 570,73 778
GIN SELL 400,41 605
ALE SELL 377,49 972
ALE SELL 999,92 292
ALE BUY 724,83 962
GIN SELL 915,12 984
POP BUY 697,4 362
ALE BUY 907,28 130
POP BUY 138,62 664
POP BUY 410,74 628
TEA SELL 120,58 479
ALE SELL 756,62 989
POP BUY 317,07 639
GIN BUY 496,9 57
GIN SELL 486,74 897
ALE BUY 660,97 686
GIN BUY 523,53 213
JOE SELL 26,63 950
ALE BUY 781,25 872
TEA BUY 737,56 780
POP BUY 629,48 903
GIN SELL 849,42 113
POP SELL 447,78 564
GIN BUY 636,32 950
POP SELL 515,11 860
ALE SELL 740,12 897
TEA BUY 501,77 337
GIN SELL 494,13 88
GIN SELL 520,59 651
JOE BUY 3,6 577
GIN BUY 944,61 638
GIN SELL 814,84 586
ALE SELL 448,2 874
POP BUY 255,09 190
GIN SELL 978,64 971
GIN SELL 775,09 343
TEA BUY 615,24 94
TEA BUY 876,48 323
POP BUY 522,95 434
POP SELL 455,95 974
JOE SELL 457,65 626
JOE SELL 648,27 365
JOE SELL 529,92 357
ALE SELL 500,22 717
GIN BUY 184,52 640
TEA SELL 57,34 715
JOE SELL 602,54 508
GIN BUY 695,68 568
GIN SELL 983,25 99
POP SELL 780,49 441
ALE BUY 412,6 388
JOE BUY 983,94 100
POP BUY 275,62 36
POP BUY 843,8 905
POP BUY 419,51 108
JOE BUY 395,25 504
GIN SELL 524,57 651
TEA BUY 957,73 839
TEA BUY 390,03 345
JOE SELL 408,94 334
GIN BUY 91,74 753
ALE SELL 527,99 376
POP BUY 218,75 878
TEA BUY 239,73 453
ALE SELL 645,88 26
GIN SELL 842,28 550
TEA BUY 549,28 217
TEA SELL 549,81 695
GIN SELL 621,95 627
JOE SELL 932,66 734
GIN BUY 696,34 800
GIN BUY 86,66 727
JOE BUY 231,03 621
TEA SELL 613,88 556
TEA SELL 368,51 282
JOE SELL 746,7 624
POP SELL 521,07 743
TEA BUY 197,33 753
ALE SELL 691,88 402
JOE SELL 564,69 642
GIN BUY 988,3 994
JOE BUY 380,86 498
POP BUY 34,37 930
GIN BUY 128,92 709
TEA BUY 239,57 573
JOE BUY 814,39 670
JOE SELL 130,91 202
POP BUY 922,2 116
ALE SELL 205,32 631
GIN SELL 841,25 593
ALE BUY 9,37 734
GIN SELL 88,59 915
ALE SELL 403,45 367
TEA SELL 915,3 726
JOE SELL 217,27 414
POP SELL 125,96 530
POP SELL 753,91 954
ALE BUY 193,91 808
GIN SELL 849,28 783
JOE SELL 4,27 67
ALE BUY 444,11 789
POP SELL 806,64 964
GIN BUY 875,5 894
POP SELL 209,72 836
POP SELL 345,04 587
ALE SELL 299,71 271
ALE BUY 270,51 252
ALE BUY 214,58 580
GIN BUY 478,26 801
GIN BUY 756,29 271
GIN SELL 443,21 341
ALE BUY 872,89 908
POP SELL 33,61 870
POP BUY 92,58 950
ALE SELL 467,46 228
ALE SELL 241,86 441
POP SELL 437,75 807
ALE BUY 29,58 670
GIN SELL 613,46 749
ALE BUY 329,14 154
ALE BUY 973,42 616
ALE BUY 240,74 562
ALE BUY 679,96 784
JOE BUY 265,78 441
POP BUY 449,52 37
TEA BUY 175,37 868
POP BUY 627,17 105
POP BUY 405,05 370
GIN BUY 422 131
GIN SELL 57,76 749
TEA SELL 10,59 310
JOE BUY 846,98 657
JOE SELL 465,44 186
TEA BUY 562,21 45
POP BUY 715,46 340
POP BUY 888,73 844
TEA BUY 995,52 469
GIN BUY 663,72 493
ALE BUY 492,12 79
ALE SELL 900,71 180
ALE SELL 142,19 298
JOE BUY 164,5 903
POP SELL 792,07 530
ALE SELL 128,47 717
TEA SELL 173,67 952
GIN SELL 396,33 788
POP BUY 404,86 81
TEA BUY 920,44 102
GIN SELL 971,17 911
ALE BUY 598,58 957
GIN SELL 395,73 346
ALE SELL 881,34 588
GIN BUY 54,51 928
POP SELL 472,09 556
TEA SELL 844,04 93
GIN BUY 451,51 743
ALE BUY 658,37 437
GIN BUY 408,86 79
GIN BUY 882,52 751
TEA BUY 411,88 369
TEA BUY 359,42 785
ALE BUY 897,41 819
POP BUY 537,22 4
POP SELL 814,79 132
GIN SELL 754,23 806
GIN BUY 604,01 293
ALE BUY 868,31 956
ALE SELL 840,65 392
GIN SELL 687,91 215
ALE BUY 629,7 113
TEA BUY 911,64 394
GIN BUY 80,25 744
GIN SELL 533,56 348
ALE SELL 443,03 819
TEA SELL 921,07 616
ALE SELL 742,96 766
GIN BUY 22,54 722
POP SELL 988,6 164
POP SELL 411,62 356
JOE BUY 290,64 474
POP SELL 125,41 936
TEA SELL 471,41 365
ALE SELL 503,32 281
POP SELL 997,41 984
POP BUY 483,81 393
POP SELL 316,99 800
ALE SELL 65,95 573
TEA SELL 935,11 876
ALE BUY 892,95 370
POP BUY 807,27 673
ALE SELL 164,47 96
GIN SELL 884,61 776
ALE BUY 335,02 902
POP BUY 892,25 126
GIN BUY 305,27 640
POP SELL 672,85 636
ALE BUY 63,33 15
ALE SELL 677,47 313
GIN SELL 983,2 753
GIN SELL 435,72 223
POP BUY 237,18 778
GIN BUY 87,27 936
ALE BUY 29,41 645
TEA SELL 306,69 313
GIN BUY 607,61 693
ALE BUY 203,77 726
POP SELL 259,89 688
POP SELL 31,18 103
ALE BUY 753,85 917
GIN BUY 781,69 391
GIN BUY 924,86 987
GIN BUY 6,79 312
GIN SELL 370,61 814
ALE SELL 438,94 517
TEA BUY 458,95 536
GIN BUY 249,26 506
POP BUY 106,08 342
GIN BUY 22,96 928
POP BUY 32,08 457
POP BUY 784,23 120
JOE BUY 450,8 768
GIN BUY 652,9 1
ALE SELL 401,22 825
ALE BUY 964,75 688
POP BUY 177,23 219
GIN BUY 937,5 437
GIN BUY 562,88 562
GIN BUY 214,63 786
GIN SELL 830,17 562
POP BUY 868,86 996
GIN BUY 706,37 931
POP SELL 697,54 175
GIN SELL 767,91 118
GIN SELL 891,85 677
POP SELL 967,87 97
ALE SELL 411,84 654
GIN SELL 254,16 707
POP BUY 649,44 867
ALE SELL 485,27 277
ALE BUY 211,31 122
POP SELL 100,82 526
ALE SELL 903,75 942
ALE BUY 253,79 974
GIN SELL 251,53 343
GIN SELL 361,48 357
GIN BUY 132,83 821
POP BUY 282,36 783
TEA SELL 362,14 919
TEA BUY 575,67 610
POP SELL 303,33 985
POP SELL 550,87 295
TEA BUY 844,82 977
JOE BUY 64,02 695
POP BUY 318,87 447
GIN BUY 268,06 565
GIN SELL 197,11 48
POP BUY 774,03 229
TEA SELL 644,22 184
GIN SELL 930,3 678
TEA SELL 261,94 670
GIN BUY 176,76 572
GIN SELL 605,25 517
GIN SELL 681,12 886
POP BUY 302,99 187
JOE BUY 714,23 197
ALE BUY 864,68 961
ALE SELL 471,52 833
POP BUY 505,83 256
ALE SELL 297,61 393
GIN BUY 573,59 22
GIN SELL 521,03 358
GIN SELL 404,82 569
ALE BUY 356,22 796
JOE SELL 698,72 453
ALE BUY 579,65 385
GIN SELL 735,81 269
GIN SELL 937,3 257
TEA SELL 25,58 471
GIN BUY 490,41 390
TEA BUY 214,6 586
JOE SELL 356,51 539
POP SELL 337,27 427
POP BUY 552,88 951
GIN SELL 741,19 174
ALE SELL 899,3 344
GIN BUY 269,15 435
POP BUY 187,34 887
TEA SELL 529,84 651
TEA SELL 72,99 181
JOE BUY 339,27 455
GIN BUY 399,82 465
JOE SELL 664,89 854
POP BUY 909,66 552
POP SELL 654,56 338
POP BUY 547,81 205
POP BUY 582,3 296
GIN SELL 819,83 983
ALE BUY 792,84 326
ALE BUY 906,91 753
ALE SELL 977,1 333
POP BUY 496,9 383
GIN SELL 360,56 504
GIN BUY 538,07 347
ALE BUY 636,52 535
ALE BUY 372,39 227
GIN BUY 726,38 719
POP SELL 955,79 357
ALE SELL 698,91 765
JOE BUY 121,93 85
GIN BUY 430,5 448
TEA BUY 96,99 413
GIN BUY 838,52 468
POP BUY 722,08 973
POP SELL 769,75 124
POP SELL 90,69 611
POP SELL 875,93 662
GIN SELL 557,88 38
GIN SELL 58,49 422
ALE SELL 328,49 304
POP SELL 314,4 138
GIN SELL 81,23 77
TEA BUY 65,32 3
JOE BUY 335,8 969
ALE SELL 301,92 373
ALE BUY 520,01 388
GIN BUY 125,51 209
ALE SELL 943,89 667
ALE SELL 519,01 637
POP BUY 138 451
GIN BUY 429,21 220
ALE SELL 262,68 575
GIN BUY 492,42 821
ALE SELL 545,59 940
ALE SELL 985,54 166
ALE BUY 954,32 102
GIN BUY 834,52 463
TEA SELL 561,25 575
ALE SELL 762,33 699
TEA SELL 307,6 92
POP SELL 908,43 482
ALE SELL 123,8 294
POP SELL 501,73 518
JOE BUY 613,07 604
TEA SELL 419,11 124
GIN BUY 755,43 264
TEA SELL 711,57 352
TEA BUY 338,98 776
ALE BUY 429,98 613
GIN BUY 75,57 229
GIN SELL 332,49 903
JOE SELL 607,99 270
GIN SELL 305,57 1
ALE BUY 865,45 676
ALE SELL 580,89 242
GIN SELL 474,7 800
JOE BUY 79,78 739
POP BUY 183,51 348
TEA SELL 467,63 164
POP SELL 503,87 245
ALE BUY 749,98 445
ALE SELL 31,57 576
POP SELL 492,51 3
POP SELL 149,55 833
GIN BUY 996,89 382
ALE SELL 71,77 958
TEA SELL 14,53 395
GIN BUY 434,84 925
GIN BUY 830,26 142
POP BUY 894,29 851
GIN BUY 797,97 511
ALE SELL 432,58 861
POP BUY 660,29 41
POP SELL 335,89 213
POP SELL 234,22 235
ALE BUY 46,71 405
POP BUY 294,88 714
POP SELL 349,21 268
JOE SELL 739,34 803
GIN SELL 594,49 263
POP SELL 362,58 425
JOE SELL 922,77 500
JOE BUY 827,55 408
JOE BUY 689,41 182
GIN SELL 661,45 578
ALE BUY 551,94 491
ALE SELL 360,29 244
POP BUY 925,01 139
POP BUY 933,57 937
POP SELL 760,46 77
GIN BUY 471,3 523
ALE BUY 859,33 101
JOE SELL 565,39 52
JOE BUY 172,97 344
GIN SELL 667,25 944
TEA SELL 800,28 881
GIN SELL 713,9 398
ALE SELL 638,1 958
ALE SELL 604,34 115
ALE SELL 891,71 559
POP SELL 358,5 711
GIN SELL 902,55 319
ALE SELL 40,55 434
GIN BUY 0,25 2
POP SELL 778,73 38
JOE BUY 335,78 55
GIN SELL 463,74 936
POP BUY 903,03 953
ALE SELL 957,68 993
GIN SELL 205,59 343
ALE SELL 895,52 578
POP SELL 276,04 210
JOE SELL 411,31 720
POP BUY 4,43 564
TEA SELL 370,9 504
JOE BUY 983,39 381
TEA SELL 943,46 58
POP BUY 326,52 789
ALE BUY 593,68 745
JOE SELL 167,32 731
GIN SELL 826,66 424
ALE SELL 795,7 601
GIN SELL 267,7 894
POP SELL 638,92 594
JOE BUY 908,74 890
ALE SELL 544,17 740
POP SELL 603,8 227
ALE SELL 69,74 887
TEA SELL 145,19 979
GIN SELL 741,84 92
JOE SELL 502,62 784
GIN SELL 484,1 191
POP BUY 57,34 658
JOE BUY 676,68 500
POP SELL 913,11 910
TEA SELL 552,24 920
JOE SELL 616,3 45
GIN BUY 885,6 910
TEA BUY 866,89 747
ALE BUY 184,2 74
ALE SELL 52,66 319
GIN SELL 836,37 356
GIN SELL 688,36 189
TEA BUY 924,5 69
GIN BUY 92,05 341
POP BUY 660,08 262
TEA BUY 880,6 793
JOE SELL 647,63 149
JOE SELL 116,35 477
ALE SELL 434,61 594
POP SELL 187,01 142
GIN BUY 54,28 890
TEA SELL 750,8 132
JOE SELL 518,65 327
POP BUY 328,83 170
GIN BUY 468,36 271
TEA BUY 376,86 489
POP SELL 436,72 759
ALE BUY 918,33 944
TEA SELL 434,83 838
ALE SELL 70,8 955
TEA BUY 814,8 144
POP BUY 47,83 400
GIN BUY 618,25 448
GIN SELL 468,16 818
POP SELL 866,86 168
POP SELL 54,53 539
JOE BUY 502,23 88
POP BUY 53,88 603
POP BUY 932,06 750
POP BUY 961,09 578
ALE BUY 389,48 290
ALE SELL 378,32 645
TEA BUY 562,86 676
GIN BUY 91,94 559
POP SELL 202,84 611
POP BUY 699,01 358
POP BUY 663,82 567
GIN SELL 365,51 915
TEA SELL 586,91 710
POP BUY 548,16 721
TEA BUY 181,19 681
TEA SELL 762,07 491
TEA SELL 810,61 498
TEA SELL 726,01 467
JOE BUY 843,3 40
ALE SELL 467,52 529
ALE BUY 970,45 874
GIN SELL 219,88 477
TEA SELL 451,76 396
POP BUY 192,81 98
JOE BUY 994,54 540
ALE BUY 549,12 882
POP BUY 223,37 525
TEA SELL 169,24 494
TEA BUY 947,48 401
POP BUY 35,69 376
TEA BUY 682,86 355
ALE BUY 319,51 86
GIN SELL 135,98 46
GIN BUY 500,68 232
POP BUY 606,42 426
POP BUY 104,56 128
POP SELL 515,21 811
JOE SELL 886,45 524
ALE BUY 515,99 178
TEA BUY 546,16 23
GIN BUY 896,07 924
JOE BUY 304,72 61
GIN BUY 224,32 582
TEA SELL 925,32 544
TEA SELL 453,06 231
TEA BUY 10,3 524
JOE BUY 930,82 585
JOE SELL 656,47 513
JOE BUY 33,11 4
ALE BUY 800,65 308
JOE SELL 368,22 907
JOE BUY 837,42 437
POP SELL 765,05 337
GIN SELL 341,27 582
ALE BUY 499,98 656
POP BUY 975,07 605
POP BUY 469,94 613
TEA BUY 916,82 38
GIN SELL 268,48 278
GIN SELL 386,96 133
POP BUY 372,17 563
GIN BUY 107,98 865
ALE SELL 894,02 345
JOE BUY 778,56 473
ALE BUY 611,31 401
JOE SELL 894,21 421
GIN BUY 224,55 667
ALE BUY 496,37 880
POP BUY 54,78 544
GIN BUY 682,18 108
POP BUY 636,24 243
JOE BUY 956,74 327
POP SELL 911,29 414
GIN SELL 760,04 967
TEA SELL 984,81 537
ALE SELL 750,55 392
ALE BUY 645,01 820
GIN BUY 677,45 467
ALE BUY 107,62 592
POP SELL 923,63 585
ALE BUY 690,63 424
GIN SELL 51,41 8
JOE SELL 376,53 473
ALE BUY 932,98 646
GIN SELL 469,08 786
ALE BUY 297,82 629
JOE SELL 801,64 544
TEA BUY 778,73 292
GIN BUY 204,15 498
GIN SELL 788,92 425
TEA BUY 185,68 73
JOE BUY 811,9 923
POP SELL 39,75 890
ALE SELL 936,38 168
GIN BUY 829,25 677
GIN SELL 718,02 788
GIN BUY 958,12 828
POP BUY 700,31 634
POP SELL 286,84 86
TEA BUY 176,39 102
POP SELL 998,66 86
JOE BUY 23,94 147
ALE BUY 673,65 755
JOE SELL 695,22 627
ALE SELL 277,66 804
ALE BUY 694,13 815
GIN SELL 23,11 796
GIN SELL 122,52 206
POP SELL 308,74 531
ALE BUY 127,65 983
GIN SELL 195,27 744
POP SELL 332,81 750
POP SELL 124,1 341
ALE BUY 583,28 393
JOE BUY 835,94 664
POP BUY 589,51 193
ALE BUY 696,56 539
ALE BUY 299,62 544
ALE SELL 886,59 73
GIN BUY 83,24 895
ALE SELL 162,37 450
POP SELL 58,74 771
GIN SELL 145,05 214
ALE BUY 145,82 3
JOE SELL 344,76 779
ALE SELL 675,58 514
GIN SELL 377,02 146
ALE SELL 640,05 275
GIN SELL 78,38 69
GIN BUY 913,16 311
ALE BUY 478,31 172
POP BUY 25,32 851
GIN BUY 834,39 725
TEA SELL 323,51 991
ALE SELL 187,85 103
ALE SELL 598,96 492
ALE SELL 146,42 134
POP SELL 514,47 567
POP BUY 851,59 849
ALE SELL 413,39 769
GIN SELL 337,3 356
GIN BUY 342,23 351
ALE BUY 737,05 839
GIN SELL 369,05 708
GIN SELL 46,53 906
POP SELL 529,58 762
GIN BUY 398,72 785
POP BUY 983,09 401
TEA SELL 58,56 108
POP SELL 210,1 350
POP SELL 594,21 261
GIN BUY 333,88 63
TEA BUY 931,87 544
POP SELL 897,94 523
GIN BUY 251,26 632
GIN BUY 681,26 51
GIN BUY 928,79 72
POP SELL 383,59 482
POP BUY 985,39 801
POP BUY 262,61 343
GIN SELL 746,12 934
JOE SELL 55,21 863
POP BUY 668,48 295
POP SELL 764,67 968
ALE BUY 546,57 445
TEA SELL 145,96 586
JOE BUY 548,03 182
ALE BUY 971,15 900
POP BUY 790,88 762
JOE SELL 406,9 410
ALE SELL 417,21 318
ALE SELL 86,13 900
JOE BUY 370,83 233
POP BUY 705,86 699
GIN SELL 335,79 429
ALE BUY 233,26 824
GIN SELL 542,99 837
GIN SELL 51,97 890
GIN SELL 401,71 521
GIN BUY 630,67 881
POP BUY 163,22 195
GIN SELL 545,99 168
ALE BUY 73,5 128
ALE BUY 941,74 356
POP BUY 721,99 671
ALE BUY 756,5 856
POP BUY 543,54 888
TEA SELL 301,62 278
TEA BUY 680,49 49
TEA BUY 21,72 2
JOE SELL 661,98 948
POP BUY 519,52 560
GIN SELL 607,46 300
GIN BUY 177,29 675
POP SELL 911,51 707
JOE SELL 956,78 82
POP BUY 616,89 920
ALE BUY 209,7 479
GIN BUY 932,94 392
POP SELL 580,78 242
POP BUY 606,4 362
ALE SELL 335,53 754
TEA BUY 101,49 956
POP BUY 694,53 457
POP SELL 796,52 39
ALE SELL 6,53 5
GIN BUY 653,89 819
JOE SELL 842,14 121
JOE BUY 70,62 420
GIN BUY 340,39 23
POP SELL 866,32 938
ALE BUY 389,98 529
POP SELL 615,75 696
TEA SELL 477,38 219
JOE BUY 783 703
TEA BUY 283,73 244
GIN BUY 364,15 539
ALE BUY 362,69 667
TEA SELL 995,71 174
GIN SELL 481,09 433
ALE BUY 735,6 437
POP BUY 454,62 348
POP BUY 973,97 144
ALE BUY 560,37 655
ALE SELL 180,57 111
POP SELL 858,5 107
JOE BUY 446,08 537
JOE SELL 4,81 606
POP BUY 24,08 516
POP BUY 386,45 814
TEA BUY 330,93 636
ALE BUY 662,68 319
GIN SELL 110,44 927
GIN SELL 42,81 233
ALE BUY 720,51 642
POP BUY 883,21 330
GIN BUY 748,63 597
POP BUY 435,53 94
POP SELL 413,33 72
POP BUY 828,21 286
GIN BUY 458,64 508
GIN SELL 613,13 883
GIN BUY 498,54 481
POP SELL 459,6 526
TEA SELL 18,45 699
POP SELL 827,63 822
GIN BUY 490,82 16
TEA SELL 702,58 110
GIN BUY 311,82 676
JOE BUY 723,14 575
ALE SELL 516,12 311
ALE BUY 284,7 802
JOE BUY 476,92 402
GIN SELL 450,25 146
JOE BUY 48,11 205
POP BUY 750,62 521
JOE BUY 855,7 378
POP SELL 206,3 490
POP BUY 695,47 796
POP BUY 152,74 740
POP BUY 243,99 294
GIN BUY 701,25 336
POP BUY 539,89 324
GIN BUY 917,5 344
ALE SELL 942,5 767
GIN SELL 49,53 703
GIN SELL 524,94 389
JOE BUY 387,59 447
ALE BUY 108,51 669
POP SELL 587,49 641
JOE BUY 395,65 5
POP SELL 539,83 663
TEA BUY 908,33 522
POP SELL 116,8 663
JOE BUY 688,92 974
JOE BUY 378,91 341
TEA SELL 970,66 485
GIN BUY 73,46 395
POP BUY 274,66 104
JOE BUY 506,85 246
GIN SELL 640,55 424
POP BUY 122,77 925
JOE SELL 947,74 751
GIN SELL 368,29 205
POP BUY 534,33 555
POP BUY 679,91 369
POP SELL 570,76 200
ALE SELL 671,53 210
POP SELL 895,16 182
ALE SELL 856,44 132
POP SELL 267,5 373
ALE SELL 485,36 472
